Time,Epochs,Batches,in,Total,Loss
49.11583852767944,1,1,7,1,0.15752774840960926
52.25401782989502,1,2,7,2,0.037623378084267925
55.43751621246338,1,3,7,3,3.2217096845472106
58.89688491821289,1,4,7,4,0.09916131920173568
62.026586055755615,1,5,7,5,0.09855260349497075
64.8508780002594,1,6,7,6,0.03932047639065378
67.3763518333435,1,7,7,7,0.03316765449009488
70.74161100387573,2,1,7,8,0.09375625123253921
73.69965481758118,2,2,7,9,0.058412435417296904
77.17812776565552,2,3,7,10,2.5146131156113314
80.19393229484558,2,4,7,11,0.08282407993862043
82.89593291282654,2,5,7,12,0.12609007358741858
85.76144814491272,2,6,7,13,0.08564399527180243
88.64545798301697,2,7,7,14,0.02993163619022735
91.33380460739136,3,1,7,15,0.04967245672002806
94.56968784332275,3,2,7,16,0.03345491564142551
97.5763635635376,3,3,7,17,2.455952881304234
100.3657898902893,3,4,7,18,0.034539991960640316
102.77485394477844,3,5,7,19,0.1142314936709897
105.50238752365112,3,6,7,20,0.0831712496018521
535.4610598087311,3,7,7,21,0.033658932795236594
749.6915681362152,1,1,7,22,0.06295901348342484
752.9369225502014,1,2,7,23,0.03327647343151306
756.0335953235626,1,3,7,24,1.9602801435193622
759.7100117206573,1,4,7,25,0.020680779765501384
763.4380505084991,1,5,7,26,0.05337859550345054
766.3007814884186,1,6,7,27,0.035922479783706704
768.8499567508698,1,7,7,28,0.04456576876945334
771.872487783432,2,1,7,29,0.07166184469179544
775.1756002902985,2,2,7,30,0.04030948246789352
778.3858895301819,2,3,7,31,1.8158938565373033
781.3829255104065,2,4,7,32,0.02282477190696199
784.0771682262421,2,5,7,33,0.035542514826433474
787.7141616344452,2,6,7,34,0.024550054295849083
791.3602414131165,2,7,7,35,0.029954603609508045
793.962409734726,3,1,7,36,0.05652334885094305
797.1124684810638,3,2,7,37,0.032910567367540965
800.3455822467804,3,3,7,38,1.836836054892167
803.2337019443512,3,4,7,39,0.022615291932424158
806.2076528072357,3,5,7,40,0.028416954355078863
808.8882963657379,3,6,7,41,0.024801598182427022
1617.2229297161102,3,7,7,42,0.03466545180535088
1750.5093100070953,1,1,7,43,0.057911458397170504
1752.585176706314,1,2,7,44,0.03378231933940066
1754.4935879707336,1,3,7,45,1.6797981336615433
1756.46155834198,1,4,7,46,0.0271375776171135
1758.3655412197113,1,5,7,47,0.03302825565878678
1760.1894471645355,1,6,7,48,0.021745568562509688
1761.7002511024475,1,7,7,49,0.022196608994363737
1763.6158306598663,2,1,7,50,0.052697516827547045
1765.575091600418,2,2,7,51,0.03008621945548228
1767.4654486179352,2,3,7,52,1.5015599724073805
1769.4060633182526,2,4,7,53,0.025481415941075523
1771.241681098938,2,5,7,54,0.032253698925560396
1772.9718697071075,2,6,7,55,0.01941084605710196
1774.8411231040955,2,7,7,56,0.021620477524229804
1776.7899162769318,3,1,7,57,0.058170791542303764
1778.8913650512695,3,2,7,58,0.029181697120768107
1780.7287423610687,3,3,7,59,1.4635449014360713
1782.577639579773,3,4,7,60,0.015437608639635883
1784.3896660804749,3,5,7,61,0.027089312821816862
1786.261570930481,3,6,7,62,0.021458966494371217
2267.942328453064,3,7,7,63,0.016864463238187147
2404.5426154136658,1,1,7,64,0.04521104728701447
2406.2805309295654,1,2,7,65,0.024822702782020582
2408.0061211586,1,3,7,66,1.3608499350815484
2409.7544889450073,1,4,7,67,0.023617429280767835
2411.646101474762,1,5,7,68,0.030350518503425707
