Time,Epochs,Batches,in,Total,Loss
54.496716260910034,1,1,16,1,0.15339251768851042
66.5223560333252,1,2,16,2,0.15571955808373417
76.24075865745544,1,3,16,3,0.2616625115259471
87.04233360290527,1,4,16,4,1.0173459650774994
97.68451929092407,1,5,16,5,0.22206740119442714
106.35467481613159,1,6,16,6,0.07638094791053876
113.5514965057373,1,7,16,7,0.422788299332529
119.21751952171326,1,8,16,8,1.873775326436728
125.14277291297913,1,9,16,9,0.09198718095566627
130.3131628036499,1,10,16,10,3.398128901840126
135.52520942687988,1,11,16,11,0.05475007141152252
140.69086718559265,1,12,16,12,0.09562414808694014
146.05018782615662,1,13,16,13,0.6397845301633956
151.65866327285767,1,14,16,14,0.2325560333790604
161.28296399116516,1,15,16,15,0.34988784749105795
171.41611790657043,1,16,16,16,0.07067756824104135
182.50170588493347,2,1,16,17,0.08482822242990945
196.20930194854736,2,2,16,18,0.1258096007109478
207.86120653152466,2,3,16,19,0.14488504522472703
218.4983513355255,2,4,16,20,0.7161951619577881
228.81263256072998,2,5,16,21,0.10709270009547499
240.41389203071594,2,6,16,22,0.05702318218003086
251.586576461792,2,7,16,23,0.35014212773183806
261.5550878047943,2,8,16,24,1.6033141977790166
274.241658449173,2,9,16,25,0.07182882249197985
285.07159328460693,2,10,16,26,2.868949733941003
293.3196322917938,2,11,16,27,0.05089582478590892
302.00209283828735,2,12,16,28,0.061379046101860145
311.4996485710144,2,13,16,29,0.47615812999120527
325.11570978164673,2,14,16,30,0.19184879789963377
335.9507019519806,2,15,16,31,0.271325978750031
347.8083391189575,2,16,16,32,0.04435472683077038
359.1711072921753,3,1,16,33,0.05598549583614772
372.6530661582947,3,2,16,34,0.08453850510855536
382.98502588272095,3,3,16,35,0.13263452300377893
394.7183563709259,3,4,16,36,0.6224096311760089
404.8435637950897,3,5,16,37,0.09760557733701404
416.21524572372437,3,6,16,38,0.05085504118285383
427.67054271698,3,7,16,39,0.2944582550358684
436.10818243026733,3,8,16,40,1.4417833915061358
446.6446430683136,3,9,16,41,0.05503039659035678
457.1381697654724,3,10,16,42,2.6111230483255623
468.0823471546173,3,11,16,43,0.04706738052832613
481.3113398551941,3,12,16,44,0.04396800506825119
493.1237268447876,3,13,16,45,0.40822024227060516
501.83183908462524,3,14,16,46,0.1692438682564501
513.3378174304962,3,15,16,47,0.21807484874196492
535.4200932979584,3,16,16,48,0.04146546840178776
1263.1513669490814,1,1,16,49,0.05288867233865094
1272.377923488617,1,2,16,50,0.09268533704338372
1282.5522556304932,1,3,16,51,0.12679035737923916
1291.6420905590057,1,4,16,52,0.6297991958582901
1301.7097713947296,1,5,16,53,0.096892901278655
1310.7058584690094,1,6,16,54,0.048299421687015065
1322.851729631424,1,7,16,55,0.3145678654299354
1334.5342445373535,1,8,16,56,1.4523387343719543
1344.694680929184,1,9,16,57,0.042503036963446976
1354.892327785492,1,10,16,58,2.481218486437654
1364.0104026794434,1,11,16,59,0.03986485549322714
1375.3435537815094,1,12,16,60,0.04782081009643094
1383.232453584671,1,13,16,61,0.3768276293994355
1393.4475255012512,1,14,16,62,0.1469830092709709
1404.9213824272156,1,15,16,63,0.19584238332751872
1415.1795835494995,1,16,16,64,0.05888699804978449
1429.0753819942474,2,1,16,65,0.06339685254734126
1438.1156113147736,2,2,16,66,0.09577069084789586
1447.2361159324646,2,3,16,67,0.12835532179420706
1457.2228872776031,2,4,16,68,0.5627927298566742
1468.3973701000214,2,5,16,69,0.09323726503130897
1479.0061898231506,2,6,16,70,0.06007058175601356
1490.001064300537,2,7,16,71,0.26528292063168823
1497.960949420929,2,8,16,72,1.3362613367108973
1507.4801466464996,2,9,16,73,0.04654146029902123
1517.2508659362793,2,10,16,74,2.3283902123446936
1526.2698934078217,2,11,16,75,0.0407495517419515
1533.0397477149963,2,12,16,76,0.03953241315108487
1538.99795460701,2,13,16,77,0.33199993233827807
1544.3884422779083,2,14,16,78,0.15508616182906632
1547.888491153717,2,15,16,79,0.18572327566912064
1552.781886100769,2,16,16,80,0.05902743866711437
